name,source,region,number_of_games,start_date,end_date
CBLOL Academy Split 2 2021,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%202%202021/,BR,90,2021-06-08,2021-08-04
LJL Summer 2021,https://gol.gg/tournament/tournament-stats/LJL%20Summer%202021/,JP,58,2021-06-19,2021-08-04
LPLOL Summer Playoffs 2021,https://gol.gg/tournament/tournament-stats/LPLOL%20Summer%20Playoffs%202021/,PT,15,2021-07-26,2021-08-03
CBLOL Split 2 2021,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%202%202021/,BR,90,2021-06-05,2021-08-01
LCS Summer 2021,https://gol.gg/tournament/tournament-stats/LCS%20Summer%202021/,NA,135,2021-06-04,2021-08-01
LEC Summer 2021,https://gol.gg/tournament/tournament-stats/LEC%20Summer%202021/,EUW,90,2021-06-11,2021-08-01
EBL Season 9,https://gol.gg/tournament/tournament-stats/EBL%20Season%209/,RS,58,2021-06-14,2021-07-30
NA Academy Summer 2021,https://gol.gg/tournament/tournament-stats/NA%20Academy%20Summer%202021/,NA,180,2021-06-02,2021-07-29
LVP SL Summer 2021,https://gol.gg/tournament/tournament-stats/LVP%20SL%20Summer%202021/,ES,90,2021-05-31,2021-07-29
LFL Summer 2021,https://gol.gg/tournament/tournament-stats/LFL%20Summer%202021/,FR,85,2021-06-08,2021-07-28
GLL Summer Playoffs 2021,https://gol.gg/tournament/tournament-stats/GLL%20Summer%20Playoffs%202021/,GR,23,2021-07-12,2021-07-27
Prime League Summer 2021,https://gol.gg/tournament/tournament-stats/Prime%20League%20Summer%202021/,DE,91,2021-06-01,2021-07-22
LPLOL Summer 2021,https://gol.gg/tournament/tournament-stats/LPLOL%20Summer%202021/,PT,57,2021-06-07,2021-07-21
Ultraliga Season 6,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%206/,PL,57,2021-06-08,2021-07-21
Baltic Masters Summer 2021,https://gol.gg/tournament/tournament-stats/Baltic%20Masters%20Summer%202021/,LT,30,2021-06-15,2021-07-20
Dutch League Summer 2021,https://gol.gg/tournament/tournament-stats/Dutch%20League%20Summer%202021/,NL,30,2021-06-01,2021-07-20
NLC Summer 2021,https://gol.gg/tournament/tournament-stats/NLC%20Summer%202021/,EUW,96,2021-06-02,2021-07-20
Belgian League Summer 2021,https://gol.gg/tournament/tournament-stats/Belgian%20League%20Summer%202021/,BE,30,2021-05-31,2021-07-19
Hitpoint Masters 2021 Summer,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%202021%20Summer/,CZ,56,2021-06-17,2021-07-18
PG Nationals Summer 2021,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Summer%202021/,IT,57,2021-06-01,2021-07-08
GLL Summer 2021,https://gol.gg/tournament/tournament-stats/GLL%20Summer%202021/,GR,55,2021-05-31,2021-07-06
Hitpoint Challengers 2021 Summer,https://gol.gg/tournament/tournament-stats/Hitpoint%20Challengers%202021%20Summer/,CZ,14,2021-06-23,2021-07-03
MSI 2021,https://gol.gg/tournament/tournament-stats/MSI%202021/,WR,81,2021-05-06,2021-05-23
EU Masters Spring 2021,https://gol.gg/tournament/tournament-stats/EU%20Masters%20Spring%202021/,WR,70,2021-04-14,2021-05-02
LCS Proving Grounds Spring 2021,https://gol.gg/tournament/tournament-stats/LCS%20Proving%20Grounds%20Spring%202021/,NA,80,2021-03-31,2021-04-25
CBLOL Split 1 Playoffs 2021,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%201%20Playoffs%202021/,BR,22,2021-03-27,2021-04-18
LPL Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LPL%20Spring%20Playoffs%202021/,CN,48,2021-04-01,2021-04-18
PCS Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/PCS%20Spring%20Playoffs%202021/,PCS,37,2021-04-01,2021-04-18
VCS Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/VCS%20Spring%20Playoffs%202021/,VN,16,2021-04-10,2021-04-18
CBLOL Academy Split 1 Playoffs 2021,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%201%20Playoffs%202021/,BR,23,2021-03-30,2021-04-17
LCL Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LCL%20Spring%20Playoffs%202021/,CIS,11,2021-04-03,2021-04-17
TCL Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/TCL%20Spring%20Playoffs%202021/,TR,22,2021-04-03,2021-04-17
LCS Mid-Season Showdown 2021,https://gol.gg/tournament/tournament-stats/LCS%20Mid-Season%20Showdown%202021/,NA,31,2021-03-20,2021-04-11
LEC Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LEC%20Spring%20Playoffs%202021/,EUW,33,2021-03-26,2021-04-11
LJL Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LJL%20Spring%20Playoffs%202021/,JP,24,2021-03-14,2021-04-11
LCK Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LCK%20Spring%20Playoffs%202021/,KR,18,2021-03-31,2021-04-10
LCO Split 1 Playoffs 2021,https://gol.gg/tournament/tournament-stats/LCO%20Split%201%20Playoffs%202021/,OCE,22,2021-03-30,2021-04-10
LLA Opening Playoffs 2021,https://gol.gg/tournament/tournament-stats/LLA%20Opening%20Playoffs%202021/,LAT,13,2021-03-28,2021-04-10
LCK CL Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Spring%20Playoffs%202021/,KR,18,2021-03-29,2021-04-09
VCS Spring 2021,https://gol.gg/tournament/tournament-stats/VCS%20Spring%202021/,VN,143,2021-01-22,2021-04-04
EU Masters Spring Play-In 2021,https://gol.gg/tournament/tournament-stats/EU%20Masters%20Spring%20Play-In%202021/,WR,58,2021-03-29,2021-04-01
LCK Spring 2021,https://gol.gg/tournament/tournament-stats/LCK%20Spring%202021/,KR,215,2021-01-13,2021-03-28
LCL Spring 2021,https://gol.gg/tournament/tournament-stats/LCL%20Spring%202021/,CIS,58,2021-02-13,2021-03-28
LPL Spring 2021,https://gol.gg/tournament/tournament-stats/LPL%20Spring%202021/,CN,306,2021-01-09,2021-03-28
EBL Season 8 Playoffs,https://gol.gg/tournament/tournament-stats/EBL%20Season%208%20Playoffs/,RS,10,2021-03-20,2021-03-27
LCO Split 1 2021,https://gol.gg/tournament/tournament-stats/LCO%20Split%201%202021/,OCE,57,2021-02-23,2021-03-27
LFL Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LFL%20Spring%20Playoffs%202021/,FR,15,2021-03-17,2021-03-25
LVP SL Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LVP%20SL%20Spring%20Playoffs%202021/,ES,18,2021-03-15,2021-03-25
Hitpoint Challengers 2021 Spring Playoffs,https://gol.gg/tournament/tournament-stats/Hitpoint%20Challengers%202021%20Spring%20Playoffs/,CZ,32,2021-03-10,2021-03-24
Ultraliga Season 5,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%205/,PL,81,2021-01-19,2021-03-24
Dutch League Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/Dutch%20League%20Spring%20Playoffs%202021/,NL,15,2021-03-09,2021-03-23
GLL 2021 Spring Playoffs,https://gol.gg/tournament/tournament-stats/GLL%202021%20Spring%20Playoffs/,GR,24,2021-03-01,2021-03-23
LCK CL Spring 2021,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Spring%202021/,KR,93,2021-01-18,2021-03-23
Belgian League Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/Belgian%20League%20Spring%20Playoffs%202021/,BE,16,2021-03-08,2021-03-22
LLA Opening 2021,https://gol.gg/tournament/tournament-stats/LLA%20Opening%202021/,LAT,67,2021-01-30,2021-03-22
Hitpoint Masters 2021 Spring Playoffs,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%202021%20Spring%20Playoffs/,CZ,35,2021-03-04,2021-03-21
LPLOL Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/LPLOL%20Spring%20Playoffs%202021/,PT,10,2021-03-15,2021-03-21
NLC Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/NLC%20Spring%20Playoffs%202021/,EUW,27,2021-03-02,2021-03-21
PCS Spring 2021,https://gol.gg/tournament/tournament-stats/PCS%20Spring%202021/,PCS,91,2021-02-19,2021-03-21
PG Nationals Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Spring%20Playoffs%202021/,IT,33,2021-03-01,2021-03-21
Prime League Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/Prime%20League%20Spring%20Playoffs%202021/,DE,18,2021-03-09,2021-03-21
TCL Spring 2021,https://gol.gg/tournament/tournament-stats/TCL%20Spring%202021/,TR,91,2021-01-23,2021-03-21
CBLOL Academy Split 1 2021,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%201%202021/,BR,90,2021-01-19,2021-03-17
CBLOL Split 1 2021,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%201%202021/,BR,90,2021-01-16,2021-03-14
EBL Season 8,https://gol.gg/tournament/tournament-stats/EBL%20Season%208/,RS,59,2021-01-25,2021-03-14
LCS Spring 2021,https://gol.gg/tournament/tournament-stats/LCS%20Spring%202021/,NA,90,2021-02-05,2021-03-14
LEC Spring 2021,https://gol.gg/tournament/tournament-stats/LEC%20Spring%202021/,EUW,90,2021-01-22,2021-03-14
LFL Spring 2021,https://gol.gg/tournament/tournament-stats/LFL%20Spring%202021/,FR,91,2021-01-19,2021-03-11
LJL Spring 2021,https://gol.gg/tournament/tournament-stats/LJL%20Spring%202021/,JP,57,2021-01-23,2021-03-11
LVP Superliga Spring 2021,https://gol.gg/tournament/tournament-stats/LVP%20Superliga%20Spring%202021/,ES,92,2021-01-18,2021-03-11
LPLOL Spring 2021,https://gol.gg/tournament/tournament-stats/LPLOL%20Spring%202021/,PT,57,2021-01-25,2021-03-10
Baltic Masters Spring Playoffs 2021,https://gol.gg/tournament/tournament-stats/Baltic%20Masters%20Spring%20Playoffs%202021/,LT,13,2021-03-02,2021-03-09
Hitpoint Challengers 2021 Spring,https://gol.gg/tournament/tournament-stats/Hitpoint%20Challengers%202021%20Spring/,CZ,57,2021-02-03,2021-03-06
Prime League Spring 2021,https://gol.gg/tournament/tournament-stats/Prime%20League%20Spring%202021/,DE,90,2021-01-19,2021-03-04
Dutch League Spring 2021,https://gol.gg/tournament/tournament-stats/Dutch%20League%20Spring%202021/,NL,30,2021-01-12,2021-03-02
Belgian League Spring 2021,https://gol.gg/tournament/tournament-stats/Belgian%20League%20Spring%202021/,BE,30,2021-01-11,2021-03-01
Hitpoint Masters 2021 Spring,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%202021%20Spring/,CZ,57,2021-01-27,2021-02-28
Baltic Masters Spring 2021,https://gol.gg/tournament/tournament-stats/Baltic%20Masters%20Spring%202021/,LT,31,2021-01-26,2021-02-25
NLC Spring 2021,https://gol.gg/tournament/tournament-stats/NLC%20Spring%202021/,EUW,64,2021-01-19,2021-02-25
PG Nationals Spring 2021,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Spring%202021/,IT,57,2021-01-13,2021-02-25
GLL 2021 Spring,https://gol.gg/tournament/tournament-stats/GLL%202021%20Spring/,GR,57,2021-01-18,2021-02-23
NA Academy Spring 2021,https://gol.gg/tournament/tournament-stats/NA%20Academy%20Spring%202021/,NA,45,2021-01-20,2021-02-17
LCS Lock In 2021,https://gol.gg/tournament/tournament-stats/LCS%20Lock%20In%202021/,NA,42,2021-01-15,2021-01-31
KeSPA Cup 2020,https://gol.gg/tournament/tournament-stats/KeSPA%20Cup%202020/,KR,33,2020-12-21,2021-01-02
Demacia Cup 2020,https://gol.gg/tournament/tournament-stats/Demacia%20Cup%202020/,CN,65,2020-12-21,2020-12-27
Trinity Force Puchar Polski,https://gol.gg/tournament/tournament-stats/Trinity%20Force%20Puchar%20Polski/,PL,34,2020-11-01,2020-11-15
World Championship 2022,https://gol.gg/tournament/tournament-stats/World%20Championship%202022/,WR,80,2022-10-07,2022-11-05
World Championship Play-In 2022,https://gol.gg/tournament/tournament-stats/World%20Championship%20Play-In%202022/,WR,47,2022-09-29,2022-10-04
EU Masters Summer 2022,https://gol.gg/tournament/tournament-stats/EU%20Masters%20Summer%202022/,WR,77,2022-08-29,2022-09-25
LFL Promotion 2023,https://gol.gg/tournament/tournament-stats/LFL%20Promotion%202023/,FR,19,2022-09-12,2022-09-20
LCS Championship 2022,https://gol.gg/tournament/tournament-stats/LCS%20Championship%202022/,NA,55,2022-08-20,2022-09-11
LEC Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LEC%20Summer%20Playoffs%202022/,EUW,31,2022-08-26,2022-09-11
CBLOL Academy Split 2 Playoffs 2022,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%202%20Playoffs%202022/,BR,15,2022-08-15,2022-09-10
TCL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/TCL%20Summer%20Playoffs%202022/,TR,21,2022-08-20,2022-09-10
LCO Split 2 Playoffs 2022,https://gol.gg/tournament/tournament-stats/LCO%20Split%202%20Playoffs%202022/,OCE,22,2022-08-15,2022-09-04
LJL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LJL%20Summer%20Playoffs%202022/,JP,23,2022-08-24,2022-09-04
LPL Regional Finals 2022,https://gol.gg/tournament/tournament-stats/LPL%20Regional%20Finals%202022/,CN,14,2022-09-02,2022-09-04
PCS Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/PCS%20Summer%20Playoffs%202022/,PCS,45,2022-08-18,2022-09-04
VCS Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/VCS%20Summer%20Playoffs%202022/,VN,22,2022-08-24,2022-09-04
CBLOL Split 2 Playoffs 2022,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%202%20Playoffs%202022/,BR,31,2022-08-12,2022-09-03
LCK Regionals Finals 2022,https://gol.gg/tournament/tournament-stats/LCK%20Regionals%20Finals%202022/,KR,14,2022-09-01,2022-09-03
LPL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LPL%20Summer%20Playoffs%202022/,CN,51,2022-08-16,2022-09-01
LCS Proving Grounds Summer 2022,https://gol.gg/tournament/tournament-stats/LCS%20Proving%20Grounds%20Summer%202022/,NA,90,2022-08-03,2022-08-31
LCK Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LCK%20Summer%20Playoffs%202022/,KR,21,2022-08-17,2022-08-28
EU Masters Summer Play-In 2022,https://gol.gg/tournament/tournament-stats/EU%20Masters%20Summer%20Play-In%202022/,WR,58,2022-08-24,2022-08-27
LLA Closing Playoffs 2022,https://gol.gg/tournament/tournament-stats/LLA%20Closing%20Playoffs%202022/,LAT,33,2022-08-05,2022-08-27
LCK CL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Summer%20Playoffs%202022/,KR,25,2022-08-15,2022-08-26
Hitpoint Masters Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%20Summer%20Playoffs%202022/,CZ,16,2022-08-07,2022-08-21
VCS Summer 2022,https://gol.gg/tournament/tournament-stats/VCS%20Summer%202022/,VN,139,2022-07-07,2022-08-21
NLC Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/NLC%20Summer%20Playoffs%202022/,EUW,24,2022-08-01,2022-08-20
Prime League Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/Prime%20League%20Summer%20Playoffs%202022/,DE,23,2022-08-02,2022-08-20
LVP SL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LVP%20SL%20Summer%20Playoffs%202022/,ES,24,2022-08-01,2022-08-20
LFL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LFL%20Summer%20Playoffs%202022/,FR,24,2022-08-03,2022-08-18
LJL Summer 2022,https://gol.gg/tournament/tournament-stats/LJL%20Summer%202022/,JP,84,2022-06-24,2022-08-17
Turkey Academy Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/Turkey%20Academy%20Summer%20Playoffs%202022/,TR,13,2022-08-15,2022-08-17
Ultraliga Season 8 Playoffs,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%208%20Playoffs/,PL,22,2022-08-02,2022-08-17
LFL Div2 Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LFL%20Div2%20Summer%20Playoffs%202022/,FR,20,2022-08-01,2022-08-16
LVP2 Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LVP2%20Summer%20Playoffs%202022/,ES,25,2022-08-02,2022-08-16
LCK Summer 2022,https://gol.gg/tournament/tournament-stats/LCK%20Summer%202022/,KR,214,2022-06-15,2022-08-14
LCS Summer 2022,https://gol.gg/tournament/tournament-stats/LCS%20Summer%202022/,NA,91,2022-06-17,2022-08-14
LEC Summer 2022,https://gol.gg/tournament/tournament-stats/LEC%20Summer%202022/,EUW,92,2022-06-17,2022-08-14
LPL Summer 2022,https://gol.gg/tournament/tournament-stats/LPL%20Summer%202022/,CN,343,2022-06-10,2022-08-14
TCL Summer 2022,https://gol.gg/tournament/tournament-stats/TCL%20Summer%202022/,TR,91,2022-06-11,2022-08-14
EBL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/EBL%20Summer%20Playoffs%202022/,RS,16,2022-07-25,2022-08-13
LCK CL Summer 2022,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Summer%202022/,KR,180,2022-06-13,2022-08-12
Turkey Academy Summer 2022,https://gol.gg/tournament/tournament-stats/Turkey%20Academy%20Summer%202022/,TR,90,2022-06-09,2022-08-12
CBLOL Academy Split 2 2022,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%202%202022/,BR,90,2022-06-13,2022-08-09
LCO Split 2 2022,https://gol.gg/tournament/tournament-stats/LCO%20Split%202%202022/,OCE,84,2022-06-06,2022-08-09
CBLOL Split 2 2022,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%202%202022/,BR,90,2022-06-11,2022-08-07
Elite Series Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/Elite%20Series%20Summer%20Playoffs%202022/,BE,17,2022-07-31,2022-08-07
LPLOL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/LPLOL%20Summer%20Playoffs%202022/,PT,17,2022-07-27,2022-08-07
PCS Summer 2022,https://gol.gg/tournament/tournament-stats/PCS%20Summer%202022/,PCS,92,2022-07-01,2022-08-07
PG Nationals Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Summer%20Playoffs%202022/,IT,15,2022-07-26,2022-08-07
GLL Summer Playoffs 2022,https://gol.gg/tournament/tournament-stats/GLL%20Summer%20Playoffs%202022/,GR,13,2022-07-18,2022-07-31
LLA Closing 2022,https://gol.gg/tournament/tournament-stats/LLA%20Closing%202022/,LAT,57,2022-06-11,2022-07-31
Prime League Summer 2022,https://gol.gg/tournament/tournament-stats/Prime%20League%20Summer%202022/,DE,91,2022-05-31,2022-07-31
NA Academy Summer 2022,https://gol.gg/tournament/tournament-stats/NA%20Academy%20Summer%202022/,NA,180,2022-06-08,2022-07-29
Hitpoint Masters Summer 2022,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%20Summer%202022/,CZ,56,2022-06-06,2022-07-28
LFL Summer 2022,https://gol.gg/tournament/tournament-stats/LFL%20Summer%202022/,FR,90,2022-06-01,2022-07-28
LVP SL Summer 2022,https://gol.gg/tournament/tournament-stats/LVP%20SL%20Summer%202022/,ES,90,2022-05-30,2022-07-28
NLC Summer 2022,https://gol.gg/tournament/tournament-stats/NLC%20Summer%202022/,EUW,90,2022-05-30,2022-07-27
LVP2 Summer 2022,https://gol.gg/tournament/tournament-stats/LVP2%20Summer%202022/,ES,90,2022-05-31,2022-07-27
Ultraliga Season 8,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%208/,PL,90,2022-05-31,2022-07-27
LFL Div2 Summer 2022,https://gol.gg/tournament/tournament-stats/LFL%20Div2%20Summer%202022/,FR,90,2022-05-30,2022-07-26
LPLOL Summer 2022,https://gol.gg/tournament/tournament-stats/LPLOL%20Summer%202022/,PT,56,2022-06-06,2022-07-25
EBL Summer 2022,https://gol.gg/tournament/tournament-stats/EBL%20Summer%202022/,RS,56,2022-06-06,2022-07-21
Elite Series Summer 2022,https://gol.gg/tournament/tournament-stats/Elite%20Series%20Summer%202022/,BE,57,2022-06-06,2022-07-20
PG Nationals Summer 2022,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Summer%202022/,IT,56,2022-06-07,2022-07-20
GLL Summer 2022,https://gol.gg/tournament/tournament-stats/GLL%20Summer%202022/,GR,56,2022-05-30,2022-07-12
MSI 2022,https://gol.gg/tournament/tournament-stats/MSI%202022/,WR,77,2022-05-10,2022-05-29
EU Masters Spring 2022,https://gol.gg/tournament/tournament-stats/EU%20Masters%20Spring%202022/,WR,74,2022-04-14,2022-05-07
LCS Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LCS%20Spring%20Playoffs%202022/,NA,29,2022-04-02,2022-04-24
VCS Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/VCS%20Spring%20Playoffs%202022/,VN,12,2022-04-16,2022-04-24
CBLOL Split 1 Playoffs 2022,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%201%20Playoffs%202022/,BR,32,2022-03-25,2022-04-23
LPL Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LPL%20Spring%20Playoffs%202022/,CN,51,2022-03-26,2022-04-23
PCS Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/PCS%20Spring%20Playoffs%202022/,PCS,45,2022-03-31,2022-04-17
CBLOL Academy Split 1 Playoffs 2022,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%201%20Playoffs%202022/,BR,20,2022-04-05,2022-04-16
LLA Opening Playoffs 2022,https://gol.gg/tournament/tournament-stats/LLA%20Opening%20Playoffs%202022/,LAT,31,2022-03-18,2022-04-16
LCS Proving Grounds Spring 2022,https://gol.gg/tournament/tournament-stats/LCS%20Proving%20Grounds%20Spring%202022/,NA,90,2022-03-16,2022-04-15
VCS Spring 2022,https://gol.gg/tournament/tournament-stats/VCS%20Spring%202022/,VN,132,2022-02-11,2022-04-13
LCO Sprit 1 Playoffs 2022,https://gol.gg/tournament/tournament-stats/LCO%20Sprit%201%20Playoffs%202022/,OCE,22,2022-03-28,2022-04-11
LEC Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LEC%20Spring%20Playoffs%202022/,EUW,30,2022-03-25,2022-04-10
LJL Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LJL%20Spring%20Playoffs%202022/,JP,24,2022-03-30,2022-04-10
TCL Winter Playoffs 2022,https://gol.gg/tournament/tournament-stats/TCL%20Winter%20Playoffs%202022/,TR,20,2022-03-26,2022-04-09
EU Masters Spring Play-In 2022,https://gol.gg/tournament/tournament-stats/EU%20Masters%20Spring%20Play-In%202022/,WR,58,2022-04-04,2022-04-07
LFL Div2 Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LFL%20Div2%20Spring%20Playoffs%202022/,FR,23,2022-03-21,2022-04-05
LCK Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LCK%20Spring%20Playoffs%202022/,KR,20,2022-03-23,2022-04-02
LCK CL Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Spring%20Playoffs%202022/,KR,23,2022-03-21,2022-04-01
LFL Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LFL%20Spring%20Playoffs%202022/,FR,24,2022-03-16,2022-03-31
NLC Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/NLC%20Spring%20Playoffs%202022/,EUW,21,2022-03-14,2022-03-30
LVP SL Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LVP%20SL%20Spring%20Playoffs%202022/,ES,21,2022-03-14,2022-03-30
Ultraliga Season 7 Playoffs,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%207%20Playoffs/,PL,22,2022-03-15,2022-03-30
LCS Spring 2022,https://gol.gg/tournament/tournament-stats/LCS%20Spring%202022/,NA,92,2022-02-05,2022-03-27
LJL Spring 2022,https://gol.gg/tournament/tournament-stats/LJL%20Spring%202022/,JP,84,2022-02-11,2022-03-25
LPL Spring 2022,https://gol.gg/tournament/tournament-stats/LPL%20Spring%202022/,CN,341,2022-01-10,2022-03-25
CBLOL Academy Split 1 2022,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%201%202022/,BR,90,2022-01-25,2022-03-23
Turkey Academy Winter Playoffs 2022,https://gol.gg/tournament/tournament-stats/Turkey%20Academy%20Winter%20Playoffs%202022/,TR,12,2022-03-21,2022-03-23
LCO Split 1 2022,https://gol.gg/tournament/tournament-stats/LCO%20Split%201%202022/,OCE,84,2022-01-24,2022-03-22
CBLOL Split 1 2022,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%201%202022/,BR,90,2022-01-22,2022-03-20
GLL Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/GLL%20Spring%20Playoffs%202022/,GR,14,2022-03-07,2022-03-20
Hitpoint Masters Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%20Spring%20Playoffs%202022/,CZ,16,2022-03-10,2022-03-20
LCK Spring 2022,https://gol.gg/tournament/tournament-stats/LCK%20Spring%202022/,KR,213,2022-01-12,2022-03-20
PCS Spring 2022,https://gol.gg/tournament/tournament-stats/PCS%20Spring%202022/,PCS,91,2022-02-11,2022-03-20
PG Nationals Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Spring%20Playoffs%202022/,IT,14,2022-03-08,2022-03-20
Prime League Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/Prime%20League%20Spring%20Playoffs%202022/,DE,20,2022-03-01,2022-03-20
TCL Winter 2022,https://gol.gg/tournament/tournament-stats/TCL%20Winter%202022/,TR,91,2022-01-22,2022-03-20
EBL Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/EBL%20Spring%20Playoffs%202022/,RS,14,2022-03-07,2022-03-19
Elite Series Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/Elite%20Series%20Spring%20Playoffs%202022/,BE,17,2022-03-11,2022-03-19
LCK CL Spring 2022,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Spring%202022/,KR,181,2022-01-10,2022-03-19
LPLOL Spring Playoffs 2022,https://gol.gg/tournament/tournament-stats/LPLOL%20Spring%20Playoffs%202022/,PT,17,2022-03-09,2022-03-19
Turkey Academy Winter 2022,https://gol.gg/tournament/tournament-stats/Turkey%20Academy%20Winter%202022/,TR,93,2022-01-20,2022-03-18
LFL Div2 Spring 2022,https://gol.gg/tournament/tournament-stats/LFL%20Div2%20Spring%202022/,FR,90,2022-01-17,2022-03-15
LLA Opening 2022,https://gol.gg/tournament/tournament-stats/LLA%20Opening%202022/,LAT,58,2022-01-29,2022-03-13
NA Academy Spring 2022,https://gol.gg/tournament/tournament-stats/NA%20Academy%20Spring%202022/,NA,180,2022-01-19,2022-03-11
LFL Spring 2022,https://gol.gg/tournament/tournament-stats/LFL%20Spring%202022/,FR,90,2022-01-12,2022-03-10
LVP SL Spring 2022,https://gol.gg/tournament/tournament-stats/LVP%20SL%20Spring%202022/,ES,90,2022-01-10,2022-03-10
NLC Spring 2022,https://gol.gg/tournament/tournament-stats/NLC%20Spring%202022/,EUW,90,2022-01-10,2022-03-09
Ultraliga Season 7,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%207/,PL,90,2022-01-11,2022-03-09
